CustomerID,CompanyName,Total_MRR,Total_Seats,Total_Logins,Total_ActiveUsers,Total_APICalls,Total_SessionMinutes,Ticket_Count,Avg_Satisfaction,Cluster,Segment,Retention_Recommendation
C1145,Pooja Reddy Solutions,68.6,6.0,313.0,169.0,23925.0,6105.9,5.0,5.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1146,Priya Iyer Technologies,294.52,7.0,132.0,68.0,24680.0,5860.7,2.0,3.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1147,Vivaan Khan Technologies,262.68,5.0,173.0,85.0,13087.0,3993.0,2.0,4.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1148,Divya Bose Solutions,778.44,8.0,18.0,7.0,3392.0,832.8000000000001,1.0,3.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1149,Vivaan Verma Technologies,1978.68,5.0,71.0,39.0,23494.0,5919.3,5.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1150,Rahul Singh Technologies,578.84,3.0,0.0,0.0,0.0,0.0,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1151,Aman Gupta Solutions,778.44,8.0,132.0,77.0,10874.0,1887.0,1.0,2.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1152,Nikita Verma Technologies,294.52,7.0,19.0,7.0,4282.0,886.7,5.0,5.2,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1153,Aadhya Patel Solutions,618.76,4.0,30.0,11.0,7219.0,1156.8,1.0,8.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1154,Kiara Das Group,723.3599999999999,10.0,8.0,4.0,3649.0,657.9000000000001,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1155,Naveen Verma Technologies,2098.6,6.0,97.0,46.0,21903.0,4323.0,3.0,6.666666666666667,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1156,Diya Sharma Technologies,2218.52,7.0,85.0,46.0,12133.0,2974.4,2.0,6.5,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1157,Meera Joshi Solutions,230.84,3.0,76.0,39.0,15644.0,2611.0,6.0,5.166666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1158,Farhan Nair Labs,84.28,10.0,201.0,97.0,21070.0,5085.2,3.0,5.666666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1159,Deepak Bose Systems,80.36,9.0,50.0,26.0,5396.0,952.8,6.0,5.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1160,Ishaan Singh Group,68.6,6.0,10.0,4.0,597.0,228.8,4.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1161,Sneha Das Systems,246.76,4.0,22.0,9.0,21178.0,2260.1,3.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1162,Divya Nair Technologies,2098.6,6.0,26.0,14.0,1159.0,551.1999999999999,3.0,5.666666666666667,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1163,Meera Menon Industries,278.6,6.0,89.0,45.0,24521.0,3983.4,3.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1164,Saanvi Menon Systems,80.36,9.0,255.0,139.0,27508.0,3747.0,3.0,4.666666666666667,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1165,Arjun Das Solutions,72.52,7.0,153.0,93.0,13464.0,2518.4,5.0,5.4,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1166,Deepak Joshi Industries,2338.44,8.0,31.0,21.0,7565.0,1049.7,3.0,4.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1167,Aarav Patel Labs,278.6,6.0,66.0,26.0,26818.0,4928.8,4.0,6.75,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1168,Aditya Joshi Solutions,56.84,3.0,318.0,164.0,12269.0,3954.2,2.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1169,Reyansh Menon Solutions,658.68,5.0,16.0,7.0,8651.0,1094.9,3.0,9.333333333333334,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1170,Diya Verma Industries,76.44,8.0,74.0,46.0,5555.0,912.7,2.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1171,Aditya Khan Industries,294.52,8.0,270.0,135.0,20380.0,3424.1,0.0,0.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1172,Reyansh Menon Industries,818.36,9.0,23.0,10.0,2296.0,209.9,0.0,0.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1173,Kiara Bose Labs,76.44,8.0,35.0,20.0,6443.0,571.4,1.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1174,Vivaan Verma Systems,230.84,3.0,63.0,28.0,7341.0,935.7,6.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1175,Pooja Bose Solutions,56.84,3.0,103.0,47.0,22317.0,4691.6,7.0,5.714285714285714,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1176,Sneha Khan Technologies,72.52,7.0,60.0,29.0,1509.0,798.1,5.0,4.8,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1177,Isha Gupta Group,72.52,7.0,245.0,156.0,17908.0,4081.4,5.0,5.2,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1178,Isha Menon Solutions,326.36,9.0,360.0,205.0,24438.0,4765.1,2.0,4.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1179,Sneha Iyer Solutions,60.76,4.0,30.0,14.0,5745.0,1048.6,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1180,Rahul Menon Labs,68.6,6.0,142.0,94.0,8996.0,1991.9,1.0,1.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1181,Isha Reddy Labs,230.84,3.0,65.0,34.0,2741.0,725.8,2.0,4.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1182,Arun Menon Labs,1978.68,5.0,37.0,14.0,14175.0,2507.7,4.0,3.75,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1183,Sanjay Gupta Labs,402.8,17.0,52.0,26.0,10636.0,1341.9,3.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1184,Meera Verma Group,818.36,9.0,192.0,99.0,21884.0,5320.3,2.0,3.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1185,Zoya Rao Labs,294.52,7.0,53.0,27.0,6286.0,1016.2,3.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1186,Diya Rao Technologies,738.52,7.0,104.0,59.0,22089.0,3798.4,3.0,6.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1187,Pooja Gupta Group,578.84,3.0,209.0,122.0,18117.0,2975.9,2.0,5.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1188,Tara Rao Industries,778.44,8.0,389.0,245.0,35150.0,4804.6,4.0,5.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1189,Kiara Patel Group,310.44,8.0,19.0,9.0,8596.0,604.3,1.0,3.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1190,Myra Joshi Solutions,342.28,10.0,53.0,18.0,24468.0,5894.7,1.0,9.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1191,Sai Patel Industries,68.6,6.0,246.0,131.0,13042.0,3241.4,2.0,6.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1192,Deepak Nair Technologies,84.28,10.0,62.0,32.0,22798.0,4445.2,4.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1193,Diya Menon Systems,278.6,6.0,18.0,10.0,5062.0,1498.6,2.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1194,Zoya Bose Group,3957.3599999999997,10.0,105.0,62.0,7975.0,1555.5,5.0,5.2,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1195,Aman Gupta Labs,2578.28,10.0,224.0,120.0,20385.0,4668.9,5.0,5.2,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1196,Ananya Singh Industries,99.96,14.0,6.0,2.0,3590.0,589.8,3.0,7.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1197,Sanjay Menon Industries,88.2,11.0,86.0,49.0,19714.0,2455.6,6.0,5.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1198,Ananya Sharma Labs,2218.52,7.0,377.0,179.0,28182.0,5368.0,6.0,6.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1199,Aman Singh Labs,278.6,6.0,12.0,5.0,7005.0,1241.4,1.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1200,Kavya Rao Industries,60.76,4.0,21.0,7.0,927.0,447.9,3.0,4.666666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1201,Naveen Patel Labs,1858.76,4.0,20.0,9.0,185.0,337.2,4.0,5.5,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1202,Karthik Iyer Labs,1112.88,16.0,18.0,6.0,1956.0,335.6,1.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1203,Saanvi Reddy Industries,858.28,10.0,36.0,22.0,8114.0,821.0,2.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1204,Aman Reddy Systems,2338.44,8.0,333.0,202.0,23455.0,6215.1,3.0,5.666666666666667,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1205,Isha Joshi Labs,778.44,8.0,87.0,47.0,9564.0,2022.0,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1206,Zoya Gupta Group,738.52,7.0,349.0,199.0,30924.0,5245.900000000001,9.0,5.666666666666667,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1207,Sneha Gupta Technologies,310.44,8.0,373.0,186.0,29308.0,5186.3,3.0,5.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1208,Deepak Das Group,60.76,4.0,21.0,12.0,10291.0,1918.8,2.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1209,Rahul Khan Systems,658.68,5.0,30.0,15.0,6854.0,1348.6,1.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1210,Deepak Patel Technologies,56.84,3.0,36.0,18.0,5247.0,972.7,3.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1211,Krishna Iyer Solutions,294.52,7.0,52.0,25.0,3102.0,1011.4,1.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1212,Sai Verma Solutions,538.92,2.0,185.0,106.0,21498.0,4957.6,4.0,7.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1213,Nikita Verma Labs,214.92,2.0,17.0,13.0,826.0,435.3,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1214,Sneha Sharma Technologies,405.96,14.0,31.0,19.0,4733.0,505.5,6.0,6.166666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1215,Zoya Patel Solutions,60.76,4.0,18.0,6.0,4925.0,1392.0,5.0,5.2,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1216,Nikita Khan Systems,76.44,8.0,93.0,48.0,20645.0,4497.7,3.0,5.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1217,Sai Iyer Industries,1858.76,4.0,159.0,95.0,10986.0,2178.9,5.0,5.2,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1218,Reyansh Joshi Group,84.28,10.0,0.0,0.0,0.0,0.0,5.0,5.8,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1219,Tara Nair Group,160.72,18.0,147.0,80.0,24237.0,4534.8,2.0,7.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1220,Diya Rao Solutions,658.68,5.0,261.0,149.0,32557.0,5894.0,5.0,4.6,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1221,Rahul Gupta Solutions,80.36,9.0,108.0,56.0,15668.0,1797.4,3.0,6.333333333333333,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1222,Aarav Verma Labs,818.36,9.0,53.0,35.0,2364.0,1013.3,4.0,4.75,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1223,Vihaan Joshi Industries,278.6,6.0,99.0,61.0,5520.0,1334.6999999999998,2.0,7.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1224,Isha Patel Technologies,898.2,11.0,44.0,21.0,11157.0,2557.0,0.0,0.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1225,Diya Patel Industries,129.36,10.0,171.0,104.0,23197.0,3609.7,4.0,6.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1226,Ishaan Patel Industries,246.76,4.0,159.0,94.0,31828.0,4647.5,1.0,9.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1227,Karthik Das Industries,698.6,6.0,32.0,20.0,5699.0,784.0,2.0,6.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1228,Kiara Sharma Solutions,230.84,3.0,16.0,5.0,6394.0,1897.8,3.0,4.666666666666667,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1229,Farhan Verma Technologies,72.52,7.0,82.0,49.0,18424.0,2735.7,2.0,1.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1230,Ishaan Patel Industries,1009.04,14.0,87.0,44.0,15356.0,2902.1,3.0,6.666666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1231,Aditya Patel Group,246.76,4.0,200.0,104.0,10884.0,3253.0,2.0,5.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1232,Rohan Bose Systems,738.52,7.0,36.0,21.0,4919.0,1080.1,2.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1233,Deepak Patel Labs,578.84,3.0,67.0,33.0,3449.0,1336.2,6.0,7.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1234,Farhan Singh Industries,68.6,6.0,437.0,254.0,31970.0,5174.0,4.0,6.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1235,Vivaan Bose Technologies,68.6,6.0,23.0,9.0,6153.0,1659.6,4.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1236,Saanvi Rao Industries,72.52,7.0,33.0,21.0,1702.0,653.5,8.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1237,Arun Rao Systems,358.2,11.0,147.0,69.0,4833.0,1407.9,3.0,7.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1238,Tara Gupta Technologies,88.2,11.0,138.0,74.0,15363.0,3540.7,2.0,4.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1239,Pooja Nair Solutions,1738.84,3.0,39.0,16.0,3607.0,753.3,5.0,6.4,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1240,Aadhya Gupta Group,64.68,5.0,0.0,0.0,0.0,0.0,2.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1241,Rohan Iyer Group,2098.6,6.0,201.0,118.0,19031.0,2877.0,1.0,6.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1242,Deepak Bose Group,2648.88,16.0,7.0,3.0,2842.0,584.8,3.0,5.333333333333333,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1243,Aditya Patel Solutions,64.68,5.0,247.0,146.0,5532.0,3747.0,2.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1244,Myra Sharma Industries,72.52,7.0,10.0,6.0,3173.0,382.8,2.0,5.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1245,Aadhya Sharma Labs,84.28,10.0,8.0,6.0,515.0,135.0,7.0,5.142857142857143,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1246,Aditya Sharma Group,618.76,4.0,212.0,150.0,14175.0,2650.9,2.0,7.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1247,Karthik Sharma Technologies,738.52,7.0,52.0,32.0,6475.0,1606.8,5.0,4.6,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1248,Farhan Bose Solutions,738.52,7.0,118.0,78.0,4751.0,2053.2,2.0,5.5,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1249,Ananya Singh Solutions,698.6,6.0,287.0,148.0,28405.0,5274.0,4.0,5.5,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1250,Sai Rao Industries,1978.68,5.0,149.0,74.0,15122.0,3044.2,5.0,5.6,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1251,Diya Khan Group,818.36,9.0,173.0,102.0,21096.0,5475.3,3.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1252,Meera Sharma Industries,2098.6,6.0,125.0,58.0,11778.0,2571.1,3.0,4.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1253,Karthik Rao Solutions,156.8,17.0,42.0,21.0,5143.0,1055.7,8.0,6.25,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1254,Rohan Nair Technologies,310.44,8.0,164.0,89.0,25481.0,4801.8,4.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1255,Riya Joshi Labs,310.44,8.0,3.0,0.0,1816.0,536.9,1.0,8.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1256,Sai Gupta Technologies,1978.68,5.0,102.0,53.0,12317.0,2675.6,4.0,4.75,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1257,Vihaan Patel Solutions,1858.76,4.0,30.0,12.0,2143.0,519.1,5.0,5.2,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1258,Myra Verma Technologies,658.68,5.0,12.0,3.0,5646.0,743.7,1.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1259,Priya Reddy Systems,778.44,8.0,65.0,46.0,2354.0,845.8,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1260,Meera Iyer Technologies,818.36,7.0,191.0,101.0,27285.0,5048.2,4.0,6.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1261,Reyansh Menon Labs,1978.68,5.0,57.0,31.0,8191.0,345.2,3.0,5.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1262,Arun Joshi Group,342.28,10.0,145.0,86.0,6602.0,2173.6,3.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1263,Deepak Reddy Industries,2338.44,8.0,0.0,0.0,0.0,0.0,1.0,4.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1264,Aarav Nair Solutions,698.6,6.0,120.0,58.0,5937.0,1495.0,5.0,6.4,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1265,Aditya Reddy Solutions,294.52,7.0,63.0,34.0,12507.0,3705.8,4.0,3.25,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1266,Arun Nair Systems,342.28,10.0,315.0,176.0,20437.0,4693.3,3.0,7.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1267,Nikita Rao Industries,2098.6,6.0,39.0,22.0,3648.0,589.0,5.0,5.6,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1268,Deepak Patel Industries,80.36,9.0,248.0,145.0,15619.0,5012.1,1.0,9.0,2,High-Value Power Users,"Provide proactive account management, premium support and expansion opportunities to protect high-value revenue."
C1269,Aadhya Patel Solutions,294.52,7.0,84.0,44.0,8242.0,2310.9,4.0,4.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1270,Farhan Menon Group,294.52,7.0,114.0,69.0,7061.0,1771.6,3.0,4.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1271,Myra Gupta Industries,294.52,7.0,18.0,14.0,5502.0,424.2,1.0,6.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1272,Pooja Joshi Industries,2218.52,7.0,38.0,15.0,10902.0,2523.5,5.0,4.8,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1273,Ananya Menon Systems,818.36,9.0,175.0,83.0,33715.0,5628.7,2.0,4.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1274,Aadhya Khan Systems,342.28,10.0,31.0,9.0,1180.0,638.4000000000001,2.0,2.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1275,Nikita Verma Technologies,1499.0,1.0,139.0,91.0,11043.0,2475.4,2.0,7.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1276,Myra Reddy Industries,246.76,4.0,55.0,31.0,4277.0,980.6,4.0,7.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1277,Kiara Gupta Industries,294.52,8.0,89.0,41.0,16519.0,3345.1,3.0,5.666666666666667,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1278,Meera Sharma Industries,72.52,7.0,30.0,16.0,7009.0,1913.0,6.0,8.0,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1279,Divya Verma Solutions,80.36,9.0,29.0,12.0,3445.0,1172.6,3.0,5.333333333333333,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1280,Aman Patel Systems,278.6,6.0,160.0,84.0,11578.0,2001.1,7.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1281,Farhan Das Group,2098.6,6.0,17.0,4.0,6342.0,1384.6,2.0,3.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1282,Nikita Menon Solutions,1978.68,5.0,11.0,7.0,333.0,297.4,5.0,5.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1283,Kiara Nair Industries,84.28,10.0,109.0,48.0,33201.0,5185.6,1.0,3.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1284,Zoya Das Group,1978.68,5.0,23.0,16.0,567.0,301.8,3.0,4.333333333333333,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1285,Isha Verma Solutions,778.44,8.0,44.0,13.0,25716.0,5267.7,2.0,5.5,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1286,Krishna Khan Solutions,326.36,9.0,108.0,64.0,15708.0,4471.4,1.0,7.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
C1287,Farhan Nair Industries,230.84,3.0,35.0,9.0,9304.0,2185.2,4.0,4.25,3,Low-Engagement Accounts,"Use re-engagement campaigns, onboarding reminders and feature education to increase product usage."
C1288,Kiara Das Labs,1618.92,2.0,65.0,37.0,4303.0,1241.9,1.0,9.0,0,Support-Heavy Accounts,Investigate recurring support issues and provide targeted onboarding or product assistance to improve satisfaction.
C1289,Karthik Patel Systems,262.68,5.0,99.0,53.0,18126.0,5878.4,2.0,5.0,1,Active Growth Accounts,Encourage adoption of additional features and plans because strong usage indicates potential for account expansion.
